281,103,ANZ,WF,CMOAU48797963434,2016-08-01 14:48:02,2016/08/01 00:00:00,AUD,59719.97,AUD,59719.97,,WFBIUS6SXXX,,,,,SHA,160801,2016-08-01T14:48:02.000000000+10:00,2016-08-01T04:48:02.000000000+00:00,2016/08/01 04:48:02,ANZ,WF,CONFIRMATION,BOOK
282,103,ANZBAU3MXXX,PNBPUS3NNYC,CMOAU48798333434,2016/08/01 00:48:24,2016/08/01 00:00:00,USD,2386.25,USD,2386.25,A,WFBIUS6SXXX,,,,,SHA,160801,2016-08-01T00:48:24.000000000-05:00,2016-08-01T04:48:24.000000000+00:00,2016/08/01 04:48:24,ANZ,WF,REQUEST,BOOK
282,103,ANZ,WF,CMOAU48798333434,2016-08-01 14:48:26,2016/08/01 00:00:00,USD,2386.25,USD,2386.25,,WFBIUS6SXXX,,,,,SHA,160801,2016-08-01T14:48:26.000000000+10:00,2016-08-01T04:48:26.000000000+00:00,2016/08/01 04:48:26,ANZ,WF,CONFIRMATION,BOOK
264,103,WF,ANZ,F60731054658000,2016-08-01 15:02:25,2016/08/01 00:00:00,USD,285.98,USD,257.56,,NULL,,,,,SHA,160801,2016-08-01T15:02:25.000000000+10:00,2016-08-01T05:02:25.000000000+00:00,2016/08/01 05:02:25,WF,ANZ,CONFIRMATION,BOOK
283,103,ANZBAU3MXXX,WFBIUS6WFFX,1607290342693020,2016/08/01 01:17:10,2016/08/01 00:00:00,AUD,5473.25,AUD,5473.25,,,,,,,SHA,160801,2016-08-01T01:17:10.000000000-05:00,2016-08-01T05:17:10.000000000+00:00,2016/08/01 05:17:10,ANZ,WF,#N/A,BOOK
284,103,ANZ,WF,CMOAU48842273434,2016-08-01 15:22:09,2016/08/01 00:00:00,USD,170646.84,USD,170646.84,,WFBIUS6SXXX,,,,,OUR,160801,2016-08-01T15:22:09.000000000+10:00,2016-08-01T05:22:09.000000000+00:00,2016/08/01 05:22:09,ANZ,WF,REQUEST,BOOK
284,103,ANZBAU3MXXX,PNBPUS3NNYC,CMOAU48842273434,2016/08/01 01:22:10,2016/08/01 00:00:00,USD,170646.84,USD,170646.84,A,WFBIUS6SXXX,,,,,OUR,160801,2016-08-01T01:22:10.000000000-05:00,2016-08-01T05:22:10.000000000+00:00,2016/08/01 05:22:10,ANZ,WF,CONFIRMATION,BOOK
285,103,ANZ,WF,CMOAU48685743434,2016-08-01 15:23:01,2016/08/01 00:00:00,USD,2060,USD,2060,,WFBIUS6SXXX,,,,,SHA,160801,2016-08-01T15:23:01.000000000+10:00,2016-08-01T05:23:01.000000000+00:00,2016/08/01 05:23:01,ANZ,WF,REQUEST,BOOK
285,103,ANZBAU3MXXX,PNBPUS3NNYC,CMOAU48685743434,2016/08/01 01:23:02,2016/08/01 00:00:00,USD,2060,USD,2060,A,WFBIUS6SXXX,,,,,SHA,160801,2016-08-01T01:23:02.000000000-05:00,2016-08-01T05:23:02.000000000+00:00,2016/08/01 05:23:02,ANZ,WF,CONFIRMATION,BOOK
286,103,ANZBAU3MXXX,PNBPUS3NNYC,CMOAU48848463434,2016/08/01 01:30:10,2016/08/01 00:00:00,USD,1547,USD,1547,,,,,,,SHA,160801,2016-08-01T01:30:10.000000000-05:00,2016-08-01T05:30:10.000000000+00:00,2016/08/01 05:30:10,ANZ,WF,REQUEST,BOOK
